"Id_recupcontra","Id_sesion","Fecha_Hora_Envio","Nueva_contraseña","Email_envio","Id_estado_codigo"
"371","647","2024-01-03 08:08:10","juan952","fernando330@mail.com","Utilizado"
"372","102","2024-03-08 21:23:05","patricia993","pedro815@mail.com","Expirado"
"373","33","2024-05-27 14:53:11","carlos794","pedro140@test.com","Reintento"
"374","369","2024-01-31 11:05:23","laura837","sara98@company.org","Deshabilitado"
"375","591","2024-11-14 15:31:31","maria878","ana438@mail.com","Revocado"
"376","527","2023-03-19 03:14:02","roberto952","ana802@company.org","Validado"
"377","262","2023-02-03 04:06:31","pedro781","elena634@mail.com","Pendiente"
"378","43","2024-01-11 00:35:53","juan395","marco730@test.com","Expirado"
"379","792","2024-07-07 01:32:19","luis546","luis358@domain.com","Validado"
"380","832","2023-09-16 01:20:34","roberto905","roberto258@company.org","Fallido"
"381","979","2023-10-31 22:31:47","sara716","carlos243@domain.com","Deshabilitado"
"382","773","2024-11-09 09:24:47","luis626","patricia834@company.org","Cancelado"
"383","609","2023-08-07 22:05:31","juan794","isabel609@mail.com","Fallido"
"384","877","2023-12-04 04:34:18","pedro488","luz395@mail.com","Generado"
"385","514","2023-05-30 06:43:03","laura694","sara188@mail.com","Utilizado"
"386","290","2023-08-11 13:04:34","carlos749","pedro629@company.org","Reintento"
"387","675","2024-02-09 01:05:29","sara300","carlos755@company.org","Reintento"
"388","883","2024-06-16 10:46:44","marco507","fernando497@example.com","Validado"
"389","257","2024-11-04 08:45:51","diego799","luz706@domain.com","Revocado"
"390","199","2024-01-16 01:24:05","isabel675","marco505@company.org","Cancelado"
"391","78","2023-05-28 19:42:33","roberto822","laura569@test.com","Utilizado"
"392","17","2023-03-26 23:22:28","monica645","luz878@company.org","Pendiente"
"393","37","2024-02-03 22:42:35","ana542","luis993@test.com","Validado"
"394","53","2023-10-04 06:20:05","elena940","juan504@example.com","Generado"
"395","541","2024-01-20 07:13:07","monica338","fernando393@company.org","Utilizado"
"396","233","2024-07-17 15:39:14","sara588","ana214@mail.com","Generado"
"397","192","2024-05-07 04:05:12","julia598","fernando621@company.org","Validado"
"398","831","2024-08-07 19:17:55","julia802","isabel301@example.com","Generado"
"399","893","2024-07-09 02:14:43","luz344","diego613@mail.com","Deshabilitado"
"400","563","2024-04-17 16:07:28","fernando976","diego503@mail.com","Fallido"
"401","126","2024-11-28 13:53:09","luz940","roberto802@example.com","Generado"
"402","989","2024-01-26 19:24:26","luz431","marco45@mail.com","Revocado"
"403","187","2024-01-02 07:05:04","ana472","diego563@mail.com","Reintento"
"404","632","2024-05-19 10:48:09","juan544","isabel964@test.com","Utilizado"
"405","727","2024-04-15 15:11:36","luz253","raul638@example.com","Reintento"
"406","770","2023-05-05 16:39:53","patricia333","pedro508@test.com","Reintento"
"407","432","2024-02-27 04:42:19","roberto938","luz503@domain.com","Fallido"
"408","10","2024-09-01 22:47:37","juan292","pedro294@mail.com","Utilizado"
"409","989","2024-10-12 12:13:15","patricia112","roberto146@test.com","Generado"
"410","396","2023-07-27 04:14:05","laura129","raul105@mail.com","Pendiente"
"411","251","2024-06-24 14:51:41","fernando443","maria93@domain.com","Deshabilitado"
"412","446","2024-03-16 17:16:04","laura545","carlos292@company.org","Deshabilitado"
"413","386","2024-11-13 21:49:03","marco357","monica65@company.org","Validado"
"414","720","2024-07-14 12:04:20","pedro932","isabel362@company.org","Validado"
"415","139","2023-01-20 00:46:10","pablo596","laura658@company.org","Expirado"
"416","494","2024-10-04 02:11:19","carlos667","sara869@company.org","Fallido"
"417","184","2024-02-05 14:23:33","laura646","marco981@mail.com","Reintento"
"418","104","2024-05-31 13:46:23","monica120","maria235@test.com","Deshabilitado"
"419","171","2024-03-06 12:56:46","monica227","marco933@example.com","Expirado"
"420","150","2023-12-15 15:59:52","carlos960","laura719@mail.com","Reintento"
"421","254","2023-08-04 09:43:46","elena477","pedro993@company.org","Pendiente"
"422","322","2024-08-26 02:03:12","raul769","laura280@test.com","Deshabilitado"
"423","263","2023-07-30 22:57:55","fernando163","roberto984@example.com","Revocado"
"424","861","2024-11-22 23:22:41","maria220","monica33@test.com","Expirado"
"425","637","2024-05-17 21:53:23","luis730","diego319@domain.com","Revocado"
"426","231","2023-09-05 08:45:03","roberto100","monica733@mail.com","Expirado"
"427","232","2024-12-25 10:02:22","luz418","pedro361@example.com","Generado"
"428","866","2023-12-18 12:11:40","patricia476","luis826@test.com","Pendiente"
"429","109","2023-12-08 11:47:36","monica745","pablo605@company.org","Pendiente"
"430","927","2023-03-17 16:33:42","juan925","ana686@mail.com","Reintento"
"431","6","2023-05-01 01:25:43","maria516","elena101@mail.com","Expirado"
"432","695","2024-08-28 14:01:21","maria537","fernando705@domain.com","Generado"
"433","448","2024-04-14 22:11:09","raul167","diego422@domain.com","Deshabilitado"
"434","357","2023-02-25 02:27:28","elena881","pedro21@test.com","Revocado"
"435","168","2023-01-09 23:23:14","ana807","laura210@test.com","Revocado"
"436","80","2024-10-31 20:48:39","patricia177","pablo253@example.com","Deshabilitado"
"437","366","2024-07-06 09:03:09","elena210","diego361@mail.com","Expirado"
"438","946","2023-01-10 15:25:10","isabel833","luis47@mail.com","Revocado"
"439","939","2024-11-10 23:42:56","julia520","sara260@example.com","Cancelado"
"440","494","2024-08-09 13:17:25","monica400","sara841@domain.com","Validado"
"441","770","2023-10-13 11:46:11","julia413","monica696@mail.com","Fallido"
"442","445","2023-09-28 05:38:57","marco878","roberto210@company.org","Expirado"
"443","722","2023-06-24 01:38:37","carlos557","maria395@domain.com","Fallido"
"444","387","2023-01-27 16:47:07","ana647","carlos604@mail.com","Utilizado"
"445","834","2024-01-20 19:31:34","fernando506","diego650@example.com","Fallido"
"446","744","2023-10-05 00:32:20","julia559","fernando762@mail.com","Pendiente"
"447","679","2024-11-06 13:34:24","monica913","roberto563@test.com","Revocado"
"448","523","2023-05-13 16:42:18","raul243","diego821@example.com","Revocado"
"449","728","2023-07-10 21:52:27","pedro924","julia860@test.com","Validado"
"450","523","2023-12-18 09:10:54","juan549","elena333@company.org","Pendiente"
"451","634","2024-06-21 06:06:48","roberto706","elena105@company.org","Revocado"
"452","132","2024-11-17 05:50:23","diego234","luis888@example.com","Revocado"
"453","100","2024-06-15 23:04:59","roberto692","maria43@test.com","Reintento"
"454","238","2024-08-21 10:40:59","maria837","juan258@example.com","Expirado"
"455","437","2023-08-21 11:55:59","patricia478","pedro353@example.com","Revocado"
"456","779","2023-05-19 06:40:09","monica638","roberto786@company.org","Revocado"
"457","793","2024-10-25 14:16:02","monica512","luis201@company.org","Generado"
"458","209","2024-05-01 04:52:13","diego955","pablo570@test.com","Expirado"
"459","773","2023-03-17 12:40:19","isabel754","diego884@test.com","Fallido"
"460","788","2024-12-15 00:58:48","julia367","patricia377@test.com","Expirado"
"461","238","2023-10-15 01:29:06","julia108","marco42@domain.com","Validado"
"462","225","2023-04-29 00:55:20","elena849","diego995@domain.com","Fallido"
"463","63","2024-10-17 18:33:29","monica111","monica393@domain.com","Cancelado"
"464","721","2024-10-10 11:04:28","laura735","carlos938@domain.com","Expirado"
"465","737","2024-11-09 02:37:22","raul742","sara583@mail.com","Reintento"
"466","997","2023-10-25 01:29:22","diego445","pablo975@test.com","Deshabilitado"
"467","104","2024-07-08 06:27:58","elena364","elena143@test.com","Generado"
"468","127","2024-09-20 20:50:42","maria867","roberto827@test.com","Revocado"
"469","505","2023-02-07 16:36:30","juan861","pablo287@company.org","Expirado"
"470","599","2023-03-15 08:25:41","maria351","diego452@company.org","Cancelado"
"471","895","2024-08-14 16:46:56","fernando904","luis351@mail.com","Expirado"
"472","353","2023-09-13 04:48:33","ana138","ana511@mail.com","Generado"
"473","335","2024-10-17 14:10:34","raul353","elena660@test.com","Fallido"
"474","706","2024-05-13 14:58:13","carlos621","isabel757@test.com","Deshabilitado"
"475","594","2023-09-21 08:43:10","fernando560","juan474@example.com","Generado"
"476","268","2024-06-28 18:50:09","marco866","luz971@mail.com","Expirado"
"477","182","2023-06-01 00:34:02","julia996","maria945@mail.com","Utilizado"
"478","629","2024-03-26 00:32:00","monica608","patricia524@example.com","Fallido"
"479","868","2023-03-05 18:29:44","pedro712","marco474@example.com","Reintento"
"480","419","2024-04-03 23:26:25","pedro718","julia204@company.org","Pendiente"
"481","18","2024-05-26 23:33:30","raul592","monica53@mail.com","Revocado"
"482","696","2023-12-23 15:53:28","luis346","luz127@mail.com","Pendiente"
"483","659","2024-02-08 19:08:05","diego441","juan523@mail.com","Fallido"
"484","178","2024-02-09 00:38:41","carlos731","luz803@test.com","Fallido"
"485","90","2024-09-25 03:08:41","carlos413","patricia296@example.com","Validado"
"486","406","2024-12-05 13:01:49","fernando137","pablo897@example.com","Reintento"
"487","205","2024-07-29 17:52:47","monica549","elena797@example.com","Cancelado"
"488","800","2023-06-30 23:40:46","julia797","pedro390@company.org","Validado"
"489","18","2023-06-08 02:39:13","pedro571","monica624@company.org","Generado"
"490","9","2024-12-03 22:53:34","carlos465","elena380@test.com","Cancelado"
"491","785","2023-02-04 08:13:18","julia901","marco986@example.com","Pendiente"
"492","536","2024-05-13 16:29:04","juan689","fernando791@mail.com","Generado"
"493","981","2023-11-06 03:33:10","ana873","luz187@company.org","Utilizado"
"494","506","2023-04-28 03:28:41","juan462","ana73@example.com","Validado"
"495","175","2024-09-06 21:02:58","maria696","julia880@company.org","Generado"
"496","290","2023-09-24 21:04:55","roberto141","isabel893@mail.com","Expirado"
"497","322","2024-03-05 18:18:04","julia498","fernando705@example.com","Fallido"
"498","705","2024-05-11 06:58:37","juan812","luis536@example.com","Deshabilitado"
"499","827","2024-06-05 13:33:23","carlos489","ana16@company.org","Generado"
"500","206","2024-02-03 13:09:49","marco538","luz181@test.com","Deshabilitado"
"501","735","2024-11-08 12:36:03","roberto745","sara183@company.org","Deshabilitado"
"502","790","2023-08-22 18:58:19","pablo942","luis136@example.com","Pendiente"
"503","200","2023-03-31 14:14:38","carlos697","ana632@mail.com","Pendiente"
"504","767","2023-09-02 19:13:26","raul852","pedro853@domain.com","Expirado"
"505","983","2024-04-15 09:22:34","raul796","isabel475@test.com","Reintento"
"506","944","2024-10-10 08:01:48","diego558","fernando898@mail.com","Revocado"
"507","494","2024-07-02 04:37:55","sara584","pedro608@domain.com","Reintento"
"508","952","2024-08-28 06:45:53","roberto674","sara950@domain.com","Pendiente"
"509","581","2023-07-21 21:18:44","pablo693","raul786@company.org","Fallido"
"510","162","2024-12-30 16:19:08","luz297","elena116@test.com","Revocado"
"511","413","2023-08-27 07:11:56","sara295","luz656@test.com","Expirado"
"512","377","2024-12-03 01:36:28","luz370","luz638@company.org","Generado"
"513","969","2024-04-04 02:08:24","julia926","diego587@mail.com","Pendiente"
"514","232","2024-07-10 14:47:21","pedro390","ana598@domain.com","Generado"
"515","223","2023-12-30 19:30:04","pedro120","laura572@company.org","Revocado"
"516","359","2024-01-12 11:10:02","maria457","maria192@example.com","Validado"
"517","504","2023-03-01 00:34:38","juan833","marco98@mail.com","Revocado"
"518","977","2024-04-13 13:58:32","diego941","roberto6@domain.com","Cancelado"
"519","580","2024-04-07 01:44:44","marco963","pablo211@mail.com","Cancelado"
"520","65","2023-02-13 23:39:13","isabel300","elena365@mail.com","Pendiente"
"521","264","2024-02-13 15:59:57","monica603","elena860@test.com","Validado"
"522","56","2023-11-15 03:42:49","marco714","julia838@mail.com","Generado"
"523","281","2024-06-23 21:08:35","monica775","raul849@domain.com","Deshabilitado"
"524","724","2023-05-09 11:30:25","marco404","laura922@test.com","Cancelado"
"525","563","2024-06-05 23:50:54","luis689","diego675@domain.com","Expirado"
"526","874","2024-07-31 19:27:19","luz593","luis714@example.com","Utilizado"
"527","688","2023-07-14 07:36:41","sara901","monica768@example.com","Reintento"
"528","288","2024-09-04 02:00:45","raul645","fernando698@company.org","Revocado"
"529","953","2024-06-15 21:06:13","elena835","raul461@test.com","Deshabilitado"
"530","262","2024-11-02 00:41:14","pablo691","maria75@test.com","Utilizado"
"531","933","2023-03-13 04:00:47","sara371","luz777@domain.com","Expirado"
"532","744","2024-09-27 02:07:37","fernando612","isabel575@mail.com","Generado"
"533","378","2024-04-10 00:14:11","carlos128","pablo683@example.com","Revocado"
"534","233","2023-07-27 22:03:56","juan768","roberto239@company.org","Reintento"
"535","999","2023-05-08 19:47:19","luz785","pedro497@test.com","Cancelado"
"536","667","2024-07-09 00:43:35","pedro218","diego639@company.org","Validado"
"537","341","2024-04-19 17:13:59","luis311","laura967@company.org","Pendiente"
"538","325","2024-01-20 13:48:20","laura305","roberto864@mail.com","Fallido"
"539","903","2023-06-20 15:55:00","ana557","roberto446@mail.com","Utilizado"
"540","967","2024-01-24 04:17:34","raul972","roberto658@company.org","Deshabilitado"
"541","654","2023-12-10 06:21:52","laura782","diego610@domain.com","Generado"
"542","999","2024-07-27 13:56:44","isabel490","julia118@example.com","Generado"
"543","945","2024-04-27 01:14:35","roberto321","marco26@test.com","Deshabilitado"
"544","681","2024-12-03 03:59:32","sara439","isabel434@domain.com","Generado"
"545","192","2024-07-10 10:21:36","luz584","julia61@domain.com","Pendiente"
"546","178","2023-12-11 05:02:37","elena637","maria169@domain.com","Validado"
"547","568","2024-08-14 07:44:32","ana758","elena332@mail.com","Reintento"
"548","698","2024-09-13 23:16:26","ana215","luz227@domain.com","Validado"
"549","594","2023-01-24 16:22:44","juan819","raul596@mail.com","Cancelado"
"550","920","2023-12-24 01:46:02","elena201","monica279@company.org","Cancelado"
"551","776","2023-06-15 14:30:40","juan893","pablo233@domain.com","Expirado"
"552","752","2024-09-01 00:15:04","luz245","patricia352@mail.com","Expirado"
"553","295","2023-09-07 15:58:20","sara315","raul32@example.com","Reintento"
"554","763","2023-02-24 10:06:34","pedro872","juan536@company.org","Expirado"
"555","96","2023-05-07 07:19:35","julia485","juan814@company.org","Cancelado"
"556","480","2024-07-31 02:58:44","ana986","julia899@test.com","Deshabilitado"
"557","114","2024-10-11 21:19:52","diego409","pedro896@example.com","Utilizado"
"558","108","2023-03-10 02:01:37","julia997","carlos824@company.org","Reintento"
"559","543","2024-01-04 05:51:10","elena789","roberto881@company.org","Expirado"
"560","607","2023-12-23 00:25:50","luis861","isabel323@domain.com","Deshabilitado"
"561","222","2024-11-15 04:18:14","juan743","isabel629@example.com","Expirado"
"562","75","2024-03-04 23:07:48","luis876","pedro512@company.org","Validado"
"563","665","2023-08-08 16:17:43","marco329","luis961@mail.com","Revocado"
"564","609","2023-01-12 16:09:07","carlos601","sara930@domain.com","Reintento"
"565","442","2023-10-27 23:22:23","julia872","patricia696@domain.com","Validado"
"566","922","2023-01-10 04:37:14","carlos459","laura774@company.org","Generado"
"567","446","2023-07-01 12:17:41","juan219","luz318@company.org","Pendiente"
"568","915","2024-02-29 10:40:41","pedro803","maria270@test.com","Generado"
"569","421","2023-06-19 11:45:08","isabel404","sara331@example.com","Generado"
"570","753","2024-09-20 16:55:54","marco956","elena322@mail.com","Revocado"
"571","793","2024-12-09 19:18:54","julia664","luis124@domain.com","Expirado"
"572","810","2024-04-29 12:17:49","isabel797","julia371@domain.com","Deshabilitado"
"573","203","2023-07-31 15:00:53","patricia384","juan191@company.org","Validado"
"574","390","2024-04-16 00:38:55","julia192","roberto248@company.org","Generado"
"575","740","2024-03-20 18:06:51","pedro734","ana431@mail.com","Reintento"
"576","6","2024-05-20 07:54:23","maria245","monica326@domain.com","Utilizado"
"577","237","2023-07-12 00:26:44","juan824","juan660@domain.com","Validado"
"578","113","2023-12-15 18:10:01","patricia936","laura81@mail.com","Utilizado"
"579","381","2024-04-05 02:43:31","sara172","pablo449@company.org","Fallido"
"580","659","2023-04-24 09:25:49","marco840","pedro37@company.org","Cancelado"
"581","759","2023-06-29 07:12:09","sara744","diego871@example.com","Revocado"
"582","45","2023-10-17 17:29:00","roberto379","ana356@example.com","Pendiente"
"583","3","2023-06-17 18:43:01","elena126","diego255@example.com","Deshabilitado"
"584","50","2024-08-30 05:45:47","raul256","elena275@domain.com","Expirado"
"585","381","2023-08-30 20:14:26","raul116","sara703@test.com","Generado"
"586","108","2023-10-13 22:11:18","carlos917","julia998@mail.com","Generado"
"587","721","2023-06-14 17:50:13","monica422","maria246@company.org","Reintento"
"588","537","2024-02-26 09:56:03","sara862","juan78@mail.com","Expirado"
"589","95","2023-01-14 01:50:20","diego267","fernando870@example.com","Cancelado"
"590","992","2024-12-20 09:06:04","fernando472","fernando920@company.org","Deshabilitado"
"591","207","2024-06-25 17:45:57","elena335","monica809@domain.com","Deshabilitado"
"592","829","2024-11-12 09:52:48","roberto920","pedro502@mail.com","Revocado"
"593","810","2024-11-04 13:57:00","luis678","isabel657@company.org","Expirado"
"594","258","2024-08-11 02:24:30","raul102","raul524@company.org","Deshabilitado"
"595","758","2023-07-04 02:33:18","laura746","laura714@domain.com","Revocado"
"596","277","2023-01-24 17:18:23","raul355","elena444@company.org","Fallido"
"597","403","2024-03-18 03:30:05","juan266","sara160@company.org","Utilizado"
"598","996","2023-02-01 07:56:55","monica847","sara565@test.com","Cancelado"
"599","208","2024-05-29 08:02:35","sara205","pablo589@test.com","Reintento"
"600","386","2023-06-04 01:59:15","patricia416","marco761@test.com","Expirado"
"601","480","2024-12-14 17:29:18","roberto539","monica134@mail.com","Validado"
"602","101","2023-08-27 01:48:59","pablo704","raul328@mail.com","Validado"
"603","557","2023-08-30 22:05:38","ana346","diego127@company.org","Utilizado"
"604","825","2024-12-05 07:28:47","laura590","roberto891@example.com","Pendiente"
"605","708","2024-01-20 02:01:18","elena515","monica126@domain.com","Pendiente"
"606","10","2024-09-04 05:40:14","diego243","raul114@domain.com","Fallido"
"607","35","2024-06-25 23:08:14","julia100","julia910@domain.com","Revocado"
"608","767","2024-12-28 23:45:14","monica411","laura90@mail.com","Fallido"
"609","1000","2023-05-27 13:16:45","maria370","ana520@company.org","Deshabilitado"
"610","456","2024-02-25 08:49:19","juan402","marco916@domain.com","Generado"
"611","764","2024-12-16 11:04:43","sara968","diego664@company.org","Revocado"
"612","502","2024-08-13 02:23:58","carlos822","maria919@company.org","Utilizado"
"613","370","2023-08-26 04:25:18","maria762","pedro273@test.com","Reintento"
"614","431","2023-04-17 03:14:42","roberto419","roberto795@test.com","Utilizado"
"615","970","2024-09-27 05:37:09","monica175","luis501@example.com","Reintento"
"616","811","2024-05-18 04:03:45","monica343","luz533@test.com","Fallido"
"617","510","2023-12-28 00:45:31","isabel410","patricia891@test.com","Pendiente"
"618","761","2023-07-08 21:58:14","sara714","elena46@company.org","Revocado"
"619","794","2023-12-09 08:16:29","raul585","pedro116@domain.com","Validado"
"620","430","2024-07-21 16:19:33","carlos824","fernando74@mail.com","Fallido"
"621","997","2024-08-26 14:19:46","patricia419","diego88@domain.com","Generado"
"622","324","2024-01-13 13:15:30","fernando758","juan239@mail.com","Validado"
"623","886","2023-05-26 07:47:59","fernando726","maria932@domain.com","Validado"
"624","679","2024-05-26 19:03:40","monica709","juan463@example.com","Reintento"
"625","459","2024-07-23 17:19:32","julia948","carlos507@test.com","Generado"
"626","19","2024-03-20 16:18:05","monica787","monica122@mail.com","Revocado"
"627","687","2023-12-15 09:51:54","luz314","sara533@example.com","Reintento"
"628","228","2024-04-05 17:04:39","pedro703","julia75@example.com","Expirado"
"629","604","2024-12-30 23:31:52","laura427","roberto601@mail.com","Utilizado"
"630","933","2023-02-22 11:05:40","raul129","marco90@domain.com","Cancelado"
"631","993","2023-12-23 15:07:02","luz139","luis101@mail.com","Pendiente"
"632","170","2023-04-03 23:22:53","monica139","raul799@company.org","Utilizado"
"633","609","2023-12-30 19:33:40","roberto410","laura327@domain.com","Utilizado"
"634","615","2023-02-06 15:49:02","julia837","pedro898@domain.com","Generado"
"635","302","2024-04-01 10:35:15","diego445","luis958@company.org","Revocado"
"636","12","2024-04-13 15:44:14","juan666","monica306@domain.com","Utilizado"
"637","225","2023-03-08 20:48:56","raul685","elena653@company.org","Deshabilitado"
"638","771","2024-12-19 01:32:26","isabel746","marco342@example.com","Deshabilitado"
"639","250","2023-06-15 18:17:43","luis317","isabel372@domain.com","Expirado"
"640","186","2024-02-22 08:00:29","marco232","diego747@domain.com","Generado"
"641","608","2023-03-26 00:12:22","luis784","marco450@test.com","Reintento"
"642","1","2024-01-18 00:38:51","ana336","pablo565@mail.com","Utilizado"
"643","385","2024-04-25 08:58:51","roberto274","laura273@test.com","Cancelado"
"644","770","2024-06-20 17:41:11","fernando794","carlos785@company.org","Fallido"
"645","546","2024-09-16 09:57:34","raul876","isabel781@mail.com","Cancelado"
"646","85","2024-07-03 20:46:51","luz204","julia502@company.org","Cancelado"
"647","89","2023-12-20 09:14:02","maria152","patricia363@test.com","Generado"
"648","202","2023-10-19 14:14:05","juan634","raul638@mail.com","Pendiente"
"649","881","2024-12-28 08:10:00","raul808","raul640@test.com","Fallido"
"650","711","2024-05-18 22:39:53","patricia594","roberto689@example.com","Revocado"
"651","35","2024-12-04 08:48:19","pablo477","sara684@example.com","Expirado"
"652","305","2024-04-18 13:45:26","roberto784","roberto776@test.com","Generado"
"653","197","2023-05-15 16:22:56","ana426","elena414@example.com","Generado"
"654","473","2023-03-23 02:14:43","diego594","elena684@company.org","Fallido"
"655","957","2023-02-21 23:13:41","diego878","laura882@test.com","Validado"
"656","214","2024-07-28 08:55:46","pedro528","marco762@example.com","Revocado"
"657","806","2024-02-23 20:22:25","raul571","carlos139@test.com","Pendiente"
"658","259","2024-05-13 06:12:15","patricia330","ana113@mail.com","Validado"
"659","118","2024-08-19 16:03:29","luz760","isabel750@example.com","Cancelado"
"660","644","2023-02-18 08:02:26","luis731","luis815@mail.com","Utilizado"
"661","14","2023-09-05 12:29:32","monica362","maria275@test.com","Fallido"
"662","506","2024-02-10 06:10:57","juan743","marco151@company.org","Deshabilitado"
"663","329","2024-12-06 06:46:43","luz866","patricia879@example.com","Validado"
"664","712","2023-02-09 00:51:17","ana750","julia228@mail.com","Expirado"
"665","571","2023-10-19 20:57:54","juan143","julia324@domain.com","Reintento"
"666","118","2023-07-27 10:52:09","roberto569","carlos607@domain.com","Cancelado"
"667","757","2023-08-20 01:12:35","luis652","isabel92@domain.com","Generado"
"668","214","2024-04-15 06:09:43","roberto503","diego682@example.com","Generado"
"669","150","2024-03-30 17:05:04","diego360","diego903@test.com","Pendiente"
"670","110","2024-01-23 03:38:53","maria847","ana952@domain.com","Reintento"
"671","647","2023-04-03 21:19:12","maria671","pablo563@domain.com","Reintento"
"672","646","2023-10-02 00:56:20","raul637","maria237@company.org","Deshabilitado"
"673","588","2024-02-13 17:24:07","julia125","roberto364@company.org","Validado"
"674","852","2024-05-02 07:42:21","maria899","marco374@example.com","Validado"
"675","716","2023-08-16 20:18:06","patricia751","raul350@domain.com","Expirado"
"676","839","2024-04-15 10:11:04","roberto958","laura548@example.com","Revocado"
"677","161","2023-11-29 09:15:41","monica404","monica817@example.com","Pendiente"
"678","661","2024-12-12 02:49:59","patricia425","maria839@mail.com","Deshabilitado"
"679","429","2023-04-04 00:22:09","raul166","ana708@domain.com","Pendiente"
"680","125","2024-05-23 05:41:18","laura783","carlos323@company.org","Deshabilitado"
"681","73","2024-06-17 14:59:06","patricia444","raul766@company.org","Revocado"
"682","117","2024-12-20 09:12:34","luz895","sara345@mail.com","Cancelado"
"683","862","2023-09-28 21:09:57","diego191","maria387@domain.com","Cancelado"
"684","221","2024-02-14 00:23:01","diego546","patricia892@domain.com","Reintento"
"685","692","2024-09-15 21:05:23","julia284","carlos794@test.com","Pendiente"
"686","231","2023-04-19 07:40:31","pedro891","diego613@test.com","Pendiente"
"687","965","2023-01-04 05:43:37","luz234","luis463@domain.com","Utilizado"
"688","961","2024-06-10 14:24:39","diego538","marco419@domain.com","Generado"
"689","13","2024-08-07 08:48:04","luz514","laura457@company.org","Validado"
"690","876","2023-06-10 20:58:42","roberto957","carlos60@company.org","Expirado"
"691","478","2024-07-26 12:20:08","marco491","patricia194@domain.com","Pendiente"
"692","7","2024-06-14 01:54:53","luis594","monica898@company.org","Generado"
"693","103","2023-07-02 18:49:58","laura867","diego114@test.com","Utilizado"
"694","947","2024-06-10 15:59:38","carlos361","juan966@example.com","Generado"
"695","967","2023-02-12 22:50:07","julia982","juan391@example.com","Pendiente"
"696","320","2023-11-10 15:18:58","sara346","carlos180@test.com","Expirado"
"697","426","2023-05-04 22:58:35","raul487","diego387@domain.com","Validado"
"698","813","2023-03-22 20:55:04","ana373","monica109@example.com","Utilizado"
"699","316","2024-12-10 09:40:44","carlos743","maria728@mail.com","Cancelado"
"700","468","2024-10-31 04:48:08","maria688","pablo207@domain.com","Generado"
"701","268","2024-05-06 13:54:27","elena619","diego500@example.com","Pendiente"
"702","697","2023-03-01 16:01:56","fernando380","carlos988@example.com","Revocado"
"703","137","2023-10-04 04:57:36","juan765","luz795@domain.com","Deshabilitado"
"704","975","2023-06-16 07:15:45","laura867","maria831@domain.com","Generado"
"705","634","2024-04-11 19:51:07","julia652","laura659@company.org","Pendiente"
"706","993","2023-04-29 05:02:41","pablo537","sara1@domain.com","Fallido"
"707","922","2024-11-12 10:59:51","pablo866","pedro948@company.org","Expirado"
"708","795","2024-12-10 21:08:32","diego533","patricia384@example.com","Validado"
"709","957","2024-01-30 10:08:48","luis563","carlos531@company.org","Utilizado"
"710","361","2024-06-01 00:26:26","marco418","maria677@example.com","Validado"
"711","4","2023-12-18 22:27:18","fernando312","luis480@example.com","Utilizado"
"712","27","2023-10-28 21:51:50","elena452","raul551@domain.com","Revocado"
"713","83","2024-10-20 09:10:49","julia374","carlos138@mail.com","Utilizado"
"714","988","2024-07-23 08:09:26","raul102","fernando674@example.com","Pendiente"
"715","563","2024-10-07 07:27:24","elena415","isabel682@test.com","Revocado"
"716","311","2024-10-26 22:01:35","luz369","monica894@company.org","Fallido"
"717","884","2024-05-29 22:59:58","elena114","diego215@example.com","Expirado"
"718","811","2023-05-25 15:41:08","fernando703","fernando403@mail.com","Expirado"
"719","40","2023-05-24 06:47:03","marco916","juan508@company.org","Revocado"
"720","365","2024-08-14 17:15:50","patricia715","roberto840@mail.com","Generado"
"721","938","2023-03-12 01:06:21","elena221","fernando979@example.com","Revocado"
"722","559","2023-01-21 18:11:10","maria511","raul134@mail.com","Revocado"
"723","756","2023-12-06 04:46:58","raul909","raul131@domain.com","Fallido"
"724","778","2024-11-12 21:14:52","marco330","luz200@company.org","Fallido"
"725","362","2023-12-05 17:25:47","pedro283","sara830@test.com","Validado"
"726","408","2023-05-13 23:21:58","pablo616","diego347@domain.com","Expirado"
"727","654","2023-01-16 03:53:24","isabel141","maria464@mail.com","Deshabilitado"
"728","770","2024-05-14 16:46:01","carlos633","patricia410@mail.com","Generado"
"729","254","2023-11-15 05:45:31","laura383","sara761@domain.com","Cancelado"
"730","883","2024-02-12 22:36:20","juan640","pedro892@company.org","Expirado"
"731","235","2023-03-25 11:17:56","isabel402","raul357@mail.com","Utilizado"
"732","132","2024-06-30 00:16:25","pedro707","luis150@company.org","Validado"
"733","273","2024-03-24 19:47:00","patricia411","isabel301@test.com","Fallido"
"734","902","2024-04-26 03:00:15","luis191","monica787@example.com","Deshabilitado"
"735","799","2024-10-01 20:59:17","elena137","patricia503@test.com","Deshabilitado"
"736","327","2023-07-24 14:09:50","monica797","monica619@test.com","Generado"
"737","330","2023-09-05 19:22:44","luz317","raul850@example.com","Expirado"
"738","244","2023-04-03 18:59:25","marco295","sara314@company.org","Pendiente"
"739","821","2023-07-26 03:40:28","isabel379","luz585@mail.com","Fallido"
"740","353","2024-01-28 10:01:29","juan294","luis768@domain.com","Cancelado"
"741","56","2023-08-03 03:52:33","luis294","diego299@example.com","Expirado"
"742","845","2024-07-09 20:44:34","laura223","elena778@domain.com","Fallido"
"743","570","2023-12-27 18:03:29","maria891","fernando379@example.com","Reintento"
